Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single," 4,728 "," 17,251 ", 3 ,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Yes
33,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married," 4,302 "," 13,401 ", -   ,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,No
34,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married," 2,979 "," 22,478 ", 3 ,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,No
48,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single," 16,885 "," 16,154 ", 2 ,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,No
45,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married," 5,593 "," 17,970 ", 1 ,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,No
52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single," 10,445 "," 15,322 ", 7 ,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,No
38,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced," 8,740 "," 5,569 ", -   ,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,No
29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced," 2,514 "," 26,968 ", 4 ,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,No
28,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced," 7,655 "," 8,039 ", -   ,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,No
46,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married," 17,465 "," 15,596 ", 3 ,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,No
38,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single," 7,351 "," 20,619 ", 7 ,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,No
43,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married," 10,820 "," 11,535 ", 8 ,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,No
39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced," 12,169 "," 13,547 ", 7 ,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Yes
40,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single," 19,626 "," 17,544 ", 1 ,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,No
21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single," 2,070 "," 25,326 ", 1 ,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,No
39,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single," 6,782 "," 8,770 ", 9 ,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,No
36,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single," 7,779 "," 23,238 ", 2 ,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,No
31,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married," 2,791 "," 21,981 ", -   ,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,No
28,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married," 3,201 "," 19,911 ", -   ,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,No
35,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced," 4,968 "," 18,500 ", 1 ,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,No
49,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married," 13,120 "," 11,879 ", 6 ,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,No
34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single," 4,033 "," 15,834 ", 2 ,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,No
29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced," 3,291 "," 17,940 ", -   ,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,No
42,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single," 4,272 "," 9,558 ", 4 ,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,No
29,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married," 5,056 "," 17,689 ", 1 ,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,No
38,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married," 2,844 "," 6,004 ", 1 ,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,No
28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced," 2,703 "," 22,088 ", 1 ,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,No
18,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single," 1,904 "," 13,556 ", 1 ,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Yes
33,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single," 8,224 "," 18,385 ", -   ,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Yes
41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married," 4,766 "," 9,051 ", 3 ,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,No
31,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married," 2,610 "," 6,233 ", 1 ,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Yes
37,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced," 5,731 "," 17,171 ", 7 ,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,No
27,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married," 2,539 "," 7,950 ", 1 ,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,No
34,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married," 5,714 "," 5,829 ", 1 ,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,No
35,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single," 4,323 "," 7,108 ", 1 ,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,No
29,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married," 7,336 "," 11,162 ", 1 ,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,Yes
40,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single," 13,499 "," 13,782 ", 9 ,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,No
42,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single," 13,758 "," 2,447 ", -   ,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Yes
42,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single," 5,155 "," 2,253 ", 7 ,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,No
35,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married," 2,258 "," 16,340 ", 6 ,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,No
24,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single," 3,597 "," 6,409 ", 8 ,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,No
28,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married," 2,515 "," 22,955 ", 1 ,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,Yes
26,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married," 4,420 "," 13,421 ", 1 ,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,No
30,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married," 6,578 "," 2,706 ", 1 ,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,No
40,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married," 4,422 "," 21,203 ", 3 ,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,No
35,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced," 10,274 "," 19,588 ", 2 ,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,No
34,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single," 5,343 "," 25,755 ", -   ,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,No
35,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married," 2,376 "," 26,537 ", 1 ,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,No
43,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single," 5,346 "," 9,489 ", 8 ,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Yes
32,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced," 2,827 "," 14,947 ", 1 ,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,No
56,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced," 19,943 "," 18,575 ", 4 ,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,No
29,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married," 3,131 "," 26,342 ", 1 ,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,No
19,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single," 2,552 "," 7,172 ", 1 ,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,No
45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married," 4,477 "," 20,100 ", 4 ,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,No
37,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married," 6,474 "," 9,961 ", 1 ,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,No
20,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single," 3,033 "," 12,828 ", 1 ,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,No
44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single," 2,936 "," 10,826 ", 1 ,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,Yes
53,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced," 18,606 "," 18,640 ", 3 ,Y,No,18,3,2,80,1,26,6,3,7,7,4,7,No
29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married," 2,168 "," 26,933 ", -   ,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,No
22,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married," 2,853 "," 4,223 ", -   ,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,Yes
46,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married," 17,048 "," 24,097 ", 8 ,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,No
44,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single," 2,290 "," 4,279 ", 2 ,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,No
33,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married," 3,600 "," 8,429 ", 1 ,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,No
41,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced," 2,107 "," 20,293 ", 6 ,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Yes
30,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced," 4,115 "," 13,192 ", 8 ,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,No
40,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married," 4,327 "," 25,440 ", 5 ,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,No
50,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married," 17,856 "," 9,490 ", 2 ,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,No
28,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married," 3,196 "," 12,449 ", 1 ,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,No
46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married," 19,081 "," 10,849 ", 5 ,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,No
35,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married," 8,966 "," 21,026 ", 3 ,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,No
24,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married," 2,210 "," 3,372 ", 1 ,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,Yes
33,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married," 4,539 "," 4,905 ", 1 ,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,No
36,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced," 2,741 "," 6,865 ", 1 ,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,No
30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced," 3,491 "," 11,309 ", 1 ,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,No
44,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single," 4,541 "," 7,744 ", 1 ,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,No
20,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single," 2,678 "," 5,050 ", 1 ,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,No
46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced," 7,379 "," 17,433 ", 2 ,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,No
42,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married," 6,272 "," 12,858 ", 7 ,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,No
60,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced," 5,220 "," 10,893 ", -   ,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,No
32,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married," 2,743 "," 7,331 ", 1 ,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,No
32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single," 4,998 "," 2,338 ", 4 ,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,No
36,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced," 10,252 "," 4,235 ", 2 ,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,No
33,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married," 2,781 "," 6,311 ", -   ,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,No
40,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced," 6,852 "," 11,591 ", 7 ,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,No
25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single," 4,950 "," 20,623 ", -   ,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,No
30,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married," 3,579 "," 9,369 ", -   ,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,No
42,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married," 13,191 "," 23,281 ", 3 ,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,No
35,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married," 10,377 "," 13,755 ", 4 ,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,No
27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married," 2,235 "," 14,377 ", 1 ,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,No
54,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced," 10,502 "," 9,659 ", 7 ,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,No
44,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married," 2,011 "," 19,982 ", 1 ,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,No
19,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single," 1,859 "," 6,148 ", 1 ,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,Yes
29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced," 3,760 "," 5,598 ", 1 ,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,No
54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married," 17,779 "," 23,474 ", 3 ,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,No
31,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married," 6,833 "," 17,089 ", 1 ,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,No
31,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single," 6,812 "," 17,198 ", 1 ,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,No
59,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single," 5,171 "," 16,490 ", 5 ,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,No
43,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married," 19,740 "," 18,625 ", 3 ,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,No
49,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married," 18,711 "," 12,124 ", 2 ,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,No
36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married," 3,692 "," 9,256 ", 1 ,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,No
48,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single," 2,559 "," 16,620 ", 5 ,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,No
27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced," 2,517 "," 3,208 ", 1 ,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,No
29,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced," 6,623 "," 4,204 ", 1 ,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,No
48,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single," 18,265 "," 8,733 ", 6 ,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,No
29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced," 16,124 "," 3,423 ", 3 ,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,No
34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married," 2,585 "," 21,643 ", -   ,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,No
44,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married," 18,213 "," 8,751 ", 7 ,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,No
33,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced," 8,380 "," 21,708 ", -   ,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,No
19,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single," 2,994 "," 21,221 ", 1 ,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,No
23,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married," 1,223 "," 16,901 ", 1 ,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,No
25,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single," 1,118 "," 8,040 ", 1 ,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,Yes
26,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single," 2,875 "," 9,973 ", 1 ,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,No
45,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single," 18,824 "," 2,493 ", 2 ,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,Yes
55,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced," 13,577 "," 25,592 ", 1 ,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,No
21,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single," 2,625 "," 25,308 ", 1 ,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,Yes
46,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married," 18,789 "," 9,946 ", 2 ,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,No
34,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single," 4,538 "," 6,039 ", -   ,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,No
51,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced," 19,847 "," 19,196 ", 4 ,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,No
59,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single," 10,512 "," 20,002 ", 6 ,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,No
34,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced," 4,444 "," 22,534 ", 4 ,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,No
28,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single," 2,154 "," 6,842 ", -   ,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,No
44,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced," 19,190 "," 17,477 ", 1 ,Y,No,14,3,4,80,2,26,4,2,25,9,14,13,No
34,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married," 4,490 "," 21,833 ", 4 ,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,No
35,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married," 3,506 "," 6,020 ", -   ,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,No
42,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married," 2,372 "," 5,628 ", 6 ,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,No
43,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single," 10,231 "," 20,364 ", 3 ,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,No
36,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single," 5,410 "," 2,323 ", 9 ,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,No
